province,district,source_file,animal_types,restriction_type,matched_line,context_snippet
muş,bitlis,webimar-nextjs/data/100binlik/muş-bitlis-van.txt,general,application_rejected,"Bu alanlar içerisinde; tarımsal amaçlı yapılar ile hububat, meyve ve sebze üretimi için uygun tarım alanları, sebze ve çiçek yetiştiriciliği için seralar, mantarcılık, hayvancılık ve et entegre tesisleri, otlaklar, tarımsal işletmeler, tarımsal ürün paketleme tesisleri, meyve işleme tesisleri, soğuk hava depoları, yem depoları, tarımsal işletmelerinin ön arıtma yada toplu arıtma tesisleri, organik atıkların geri dönüşüm tesisleri, hayvan klinikleri, kireçli ölü hayvan gömü çukurları, tarımsal araç-gereç parkları, tarımsal ürün pazarlama hizmetleri, ürün borsası, tarımsal eğitim merkezleri, tarımsal Ar-Ge ve laboratuar alanları gibi Tarım ve Köyişleri Bakanlığının bölge stratejisine uygun ve olumlu görüş verebileceği tesisler yer alabilir. Bu alandaki yapılanma koşulları “Tarıma Dayalı İhtisas Organize Sanayi Bölgeleri Uygulama Yönetmeliği” esaslarına uyularak alt ölçekli planlarda belirlenecektir.","7.7. Organize Tarım/Hayvancılık Bölgeleri
Tarım ve hayvancılığın desteklenmesine yönelik olarak; bölgesel tarım ürünlerinin değerlendirilmesine ve korunmasını teminen entegre tesislerin yer alabileceği “Organize Tarım/Hayvancılık Bölgesi” yer seçimi, planda tanımlanan alanlar dikkate alınarak, ilgili İl Özel İdaresinin koordinatörlüğünde, ilgili kurumların katılımıyla oluşturulacak komisyon marifetiyle yapılabilir. Bu alanlara ilişkin yapılaşma koşulları, tesis türleri, teknoloji ve yöresel özellikler dikkate ilgili kurum ve kuruluşların görüşü alınarak nazım ve uygulama imar planlarında belirlenecektir. Seçilmiş alanlara ilişkin onaylanan planlar sayısal ortamda veri tabanına işlenmek üzere Bakanlığa gönderilir.
Bu alanlar içerisinde; tarımsal amaçlı yapılar ile hububat, meyve ve sebze üretimi için uygun tarım alanları, sebze ve çiçek yetiştiriciliği için seralar, mantarcılık, hayvancılık ve et entegre tesisleri, otlaklar, tarımsal işletmeler, tarımsal ürün paketleme tesisleri, meyve işleme tesisleri, soğuk hava depoları, yem depoları, tarımsal işletmelerinin ön arıtma yada toplu arıtma tesisleri, organik atıkların geri dönüşüm tesisleri, hayvan klinikleri, kireçli ölü hayvan gömü çukurları, tarımsal araç-gereç parkları, tarımsal ürün pazarlama hizmetleri, ürün borsası, tarımsal eğitim merkezleri, tarımsal Ar-Ge ve laboratuar alanları gibi Tarım ve Köyişleri Bakanlığının bölge stratejisine uygun ve olumlu görüş verebileceği tesisler yer alabilir. Bu alandaki yapılanma koşulları “Tarıma Dayalı İhtisas Organize Sanayi Bölgeleri Uygulama Yönetmeliği” esaslarına uyularak alt ölçekli planlarda belirlenecektir.
Bu alanlar, Tarıma Dayalı İhtisas OSB Uygulama Yönetmeliği çerçevesinde yer seçimine konu yapılması halinde çevre düzeni planı değişikliğine gerek olmaksızın, alt ölçekli planları yapılmak suretiyle Tarıma Dayalı İhtisas OSB olarak kullanılabilir.
Bu alanlarda atık su arıtma tesisi gerektiren tesisleri için arıtma tesisi yapılması zorunludur. Bu alanlarda çevre sorunlarını önlemeye yönelik, her türde atığa ilişkin teknik altyapı önlemleri alınması zorunludur."
muş,bitlis,webimar-nextjs/data/100binlik/muş-bitlis-van.txt,general,prohibition,"Bu planda Mera olarak tanımlanan alanların, doğal karakteri korunacak alanlar olarak bütünlüklü korunması esastır. Alanların kullanımında 4342 sayılı “Mera Kanunu” ve “Mera Yönetmeliği”ne göre uygulama yapılacaktır. 7.8.1 maddesinde tanımlanan bölümler dışında, planda Mera olarak tanımlanmış alanlar ifraz edilemez, bu alanlarda yapı yapılamaz.","7.8. Çayır ve Mera Alanları
Bu planda Mera olarak tanımlanan alanların, doğal karakteri korunacak alanlar olarak bütünlüklü korunması esastır. Alanların kullanımında 4342 sayılı “Mera Kanunu” ve “Mera Yönetmeliği”ne göre uygulama yapılacaktır. 7.8.1 maddesinde tanımlanan bölümler dışında, planda Mera olarak tanımlanmış alanlar ifraz edilemez, bu alanlarda yapı yapılamaz.
7.8.1. Planda “mera” olarak gösterilmiş olan bölgelerde yer alan, üzerinde mera bitki örtüsü bulunmayan ve tarımsal amaçlarla kullanılmakta olan özel mülkiyetteki parsellerde, tarım arazi sınıfına göre Plan hükümlerinin 7.5 nolu maddesi hükümleri geçerlidir.
7.8.2. Bu planda hangi kullanımda kalırsa kalsın, mera kanununa tabii olduğu tespit edilen alanlarda Mera Kanunu hükümlerine uyulur."
muş,bitlis,webimar-nextjs/data/100binlik/muş-bitlis-van.txt,general,prohibition,"7.9.1. Planda “fundalık alan” olarak gösterilmiş olan bölgelerde yer alan, üzerinde funda bitki örtüsü bulunmayan ve tarımsal amaçlarla kullanılmakta olan özel mülkiyetteki parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz. Müştemilat binaları belirlenmiş olan inşaat alanına dahil edilir.","7.9. Fundalık- Çalılık Alanlar
7.9.1. Planda “fundalık alan” olarak gösterilmiş olan bölgelerde yer alan, üzerinde funda bitki örtüsü bulunmayan ve tarımsal amaçlarla kullanılmakta olan özel mülkiyetteki parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz. Müştemilat binaları belirlenmiş olan inşaat alanına dahil edilir.

7.12. Doğal veya Ağaçlık Karakteri Korunacak Alanlar"
muş,bitlis,webimar-nextjs/data/100binlik/muş-bitlis-van.txt,general,prohibition,"Bu alanlarda yer alan, parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz.","7.12. Doğal veya Ağaçlık Karakteri Korunacak Alanlar
Bu alanlarda yer alan, parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz.

7.13. Orman Alanları"
muş,bitlis,webimar-nextjs/data/100binlik/muş-bitlis-van.txt,general,prohibition,"7.13.6. Planda orman alanı olarak gösterilen alanlarda yer alan, özel mülkiyeti kesinleşmiş (tapuya tescil edilmiş), parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz. Müştemilat binaları belirlenmiş olan inşaat alanına dahil edilir.","7.13. Orman Alanları
7.13.5. Orman Kanunu’nun 2.maddesinin (B) bendine konu olan alanlarda... tarımsal nitelik kazanmış olan kısımlarda ise çevre düzeni planı değişikliği yapılmasına gerek duyulmaksızın bu planın ilgili hükümleri uyarınca işlem yapılır.
7.13.6. Planda orman alanı olarak gösterilen alanlarda yer alan, özel mülkiyeti kesinleşmiş (tapuya tescil edilmiş), parsellerde, başka bir sınırlama ve koruma kararı yoksa, yüksekliği iki katı, büyüklüğü 150 m²'yi aşmayan, çiftçinin barınması amaçlı tek yapı ve tarım, hayvancılıkla ilgili yapılar yapılabilir. Bu tür alanlarda toplam yapılaşma emsali E=0.05'dir. Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç, birden fazla yapı yapılamaz. Müştemilat binaları belirlenmiş olan inşaat alanına dahil edilir.
Planda orman alanı olarak gösterilen ancak, orman tahdit sınırları dışında olan özel mülkiyeti kesinleşmiş (tapuya tescil edilmiş) tarım alanlarında uygulamalar plan uygulama hükümlerinin 7.5 ve 7.6 maddeleri uyarınca yapılır."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,application_rejected,"4.2.58. Mera Alanları: 4342 sayılı Mera Kanunu uyarınca saptanmış/saptanacak olan, hayvanların otlatılması ve otundan yararlanılması için tahsis edilen ya da bu amaçla kullanılan alanlardır.","4.2.56. Marjinal Tarım Arazisi: Marjinal tarım arazileri, fındık ve çay alanları dışında kalan, toprak ve topografik sınırlamalar nedeni ile üzerinde sadece geleneksel toprak işlemeli tarımın yapıldığı arazilerdir. 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanununda geçen Marjinal Tarım Arazilerini ifade eder.
4.2.57. Bölgeye Özel Ürün Alanı: Marjinal tarım alanları dışında kalan, bölge ekonomisinin en önemli tarımsal ürünlerinin yetiştiği (bağcılık, çay, fındık vb.) arazilerdir. 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanununda geçen Dikili Tarım Arazilerini ifade eder.
4.2.58. Mera Alanları: 4342 sayılı Mera Kanunu uyarınca saptanmış/saptanacak olan, hayvanların otlatılması ve otundan yararlanılması için tahsis edilen ya da bu amaçla kullanılan alanlardır.
4.2.60. Tarıma Dayalı Sanayi: Tarım ve hayvancılığa dayalı ürünlerin mamul hale getirilmelerini sağlayan entegre ya da entegre nitelikte olmayan tesislerdir.
4.2.61. Tarımsal Amaçlı Yapılar: Toprak koruma ve sulamaya yönelik altyapı tesisleri, entegre nitelikte olmayan; hayvancılık ve su üretim ve muhafaza tesisleri ile zorunlu olarak tesis edilmesi gerekli olan müştemilatlar, mandıralar, üreticinin bitkisel üretime bağlı olarak elde ettiği ürünü için ihtiyaç duyacağı yeterli boyut ve hacimde depolar, un değirmeni, tarım alet ve makinelerinin muhafazasında kullanılan sundurma ve çiftlik atölyeleri, seralar, tarımsal işletmede üretilen ürünün özelliği itibariyle hasattan sonra iki saat içinde işlenmediği takdirde ürünün kalite ve besin değeri kaybolması söz konusu ise bu ürünlerin işlenmesi için kurulan tesisler ile Gıda, Tarım ve Hayvancılık Bakanlığı tarafından tarımsal amaçlı olduğu kabul edilen yapılardır."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,application_rejected,4.2.60. Tarıma Dayalı Sanayi: Tarım ve hayvancılığa dayalı ürünlerin mamul hale getirilmelerini sağlayan entegre ya da entegre nitelikte olmayan tesislerdir.,"4.2.57. Bölgeye Özel Ürün Alanı: Marjinal tarım alanları dışında kalan, bölge ekonomisinin en önemli tarımsal ürünlerinin yetiştiği (bağcılık, çay, fındık vb.) arazilerdir. 5403 sayılı Toprak Koruma ve Arazi Kullanım Kanununda geçen Dikili Tarım Arazilerini ifade eder.
4.2.58. Mera Alanları: 4342 sayılı Mera Kanunu uyarınca saptanmış/saptanacak olan, hayvanların otlatılması ve otundan yararlanılması için tahsis edilen ya da bu amaçla kullanılan alanlardır.
4.2.60. Tarıma Dayalı Sanayi: Tarım ve hayvancılığa dayalı ürünlerin mamul hale getirilmelerini sağlayan entegre ya da entegre nitelikte olmayan tesislerdir.
4.2.61. Tarımsal Amaçlı Yapılar: Toprak koruma ve sulamaya yönelik altyapı tesisleri, entegre nitelikte olmayan; hayvancılık ve su üretim ve muhafaza tesisleri ile zorunlu olarak tesis edilmesi gerekli olan müştemilatlar, mandıralar, üreticinin bitkisel üretime bağlı olarak elde ettiği ürünü için ihtiyaç duyacağı yeterli boyut ve hacimde depolar, un değirmeni, tarım alet ve makinelerinin muhafazasında kullanılan sundurma ve çiftlik atölyeleri, seralar, tarımsal işletmede üretilen ürünün özelliği itibariyle hasattan sonra iki saat içinde işlenmediği takdirde ürünün kalite ve besin değeri kaybolması söz konusu ise bu ürünlerin işlenmesi için kurulan tesisler ile Gıda, Tarım ve Hayvancılık Bakanlığı tarafından tarımsal amaçlı olduğu kabul edilen yapılardır.
4.2.62. Organize Hayvancılık Alanları: Hayvansal üretimin yapıldığı işletmelerin, alt yapısı sağlanmış bir bölgede bir araya toplanması, yeni teknolojileri kullanarak besi, yem üretimi ve ürün işleme tesislerinin gereğince bir arada düzenlenmesinin amaçlandığı alanlardır."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,application_rejected,"4.2.61. Tarımsal Amaçlı Yapılar: Toprak koruma ve sulamaya yönelik altyapı tesisleri, entegre nitelikte olmayan; hayvancılık ve su üretim ve muhafaza tesisleri ile zorunlu olarak tesis edilmesi gerekli olan müştemilatlar, mandıralar, üreticinin bitkisel üretime bağlı olarak elde ettiği ürünü için ihtiyaç duyacağı yeterli boyut ve hacimde depolar, un değirmeni, tarım alet ve makinelerinin muhafazasında kullanılan sundurma ve çiftlik atölyeleri, seralar, tarımsal işletmede üretilen ürünün özelliği itibariyle hasattan sonra iki saat içinde işlenmediği takdirde ürünün kalite ve besin değeri kaybolması söz konusu ise bu ürünlerin işlenmesi için kurulan tesisler ile Gıda, Tarım ve Hayvancılık Bakanlığı tarafından tarımsal amaçlı olduğu kabul edilen yapılardır.","4.2.58. Mera Alanları: 4342 sayılı Mera Kanunu uyarınca saptanmış/saptanacak olan, hayvanların otlatılması ve otundan yararlanılması için tahsis edilen ya da bu amaçla kullanılan alanlardır.
4.2.60. Tarıma Dayalı Sanayi: Tarım ve hayvancılığa dayalı ürünlerin mamul hale getirilmelerini sağlayan entegre ya da entegre nitelikte olmayan tesislerdir.
4.2.61. Tarımsal Amaçlı Yapılar: Toprak koruma ve sulamaya yönelik altyapı tesisleri, entegre nitelikte olmayan; hayvancılık ve su üretim ve muhafaza tesisleri ile zorunlu olarak tesis edilmesi gerekli olan müştemilatlar, mandıralar, üreticinin bitkisel üretime bağlı olarak elde ettiği ürünü için ihtiyaç duyacağı yeterli boyut ve hacimde depolar, un değirmeni, tarım alet ve makinelerinin muhafazasında kullanılan sundurma ve çiftlik atölyeleri, seralar, tarımsal işletmede üretilen ürünün özelliği itibariyle hasattan sonra iki saat içinde işlenmediği takdirde ürünün kalite ve besin değeri kaybolması söz konusu ise bu ürünlerin işlenmesi için kurulan tesisler ile Gıda, Tarım ve Hayvancılık Bakanlığı tarafından tarımsal amaçlı olduğu kabul edilen yapılardır.
4.2.62. Organize Hayvancılık Alanları: Hayvansal üretimin yapıldığı işletmelerin, alt yapısı sağlanmış bir bölgede bir araya toplanması, yeni teknolojileri kullanarak besi, yem üretimi ve ürün işleme tesislerinin gereğince bir arada düzenlenmesinin amaçlandığı alanlardır.
4.2.63. Sulama Alanları: 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca, devletçe sulamaya açılan veya projeleri bitirilmiş olup sulama yatırımlarına başlanan ve devam eden alanlardır."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,application_rejected,"4.2.62. Organize Hayvancılık Alanları: Hayvansal üretimin yapıldığı işletmelerin, alt yapısı sağlanmış bir bölgede bir araya toplanması, yeni teknolojileri kullanarak besi, yem üretimi ve ürün işleme tesislerinin gereğince bir arada düzenlenmesinin amaçlandığı alanlardır.","4.2.60. Tarıma Dayalı Sanayi: Tarım ve hayvancılığa dayalı ürünlerin mamul hale getirilmelerini sağlayan entegre ya da entegre nitelikte olmayan tesislerdir.
4.2.61. Tarımsal Amaçlı Yapılar: Toprak koruma ve sulamaya yönelik altyapı tesisleri, entegre nitelikte olmayan; hayvancılık ve su üretim ve muhafaza tesisleri ile zorunlu olarak tesis edilmesi gerekli olan müştemilatlar, mandıralar, üreticinin bitkisel üretime bağlı olarak elde ettiği ürünü için ihtiyaç duyacağı yeterli boyut ve hacimde depolar, un değirmeni, tarım alet ve makinelerinin muhafazasında kullanılan sundurma ve çiftlik atölyeleri, seralar, tarımsal işletmede üretilen ürünün özelliği itibariyle hasattan sonra iki saat içinde işlenmediği takdirde ürünün kalite ve besin değeri kaybolması söz konusu ise bu ürünlerin işlenmesi için kurulan tesisler ile Gıda, Tarım ve Hayvancılık Bakanlığı tarafından tarımsal amaçlı olduğu kabul edilen yapılardır.
4.2.62. Organize Hayvancılık Alanları: Hayvansal üretimin yapıldığı işletmelerin, alt yapısı sağlanmış bir bölgede bir araya toplanması, yeni teknolojileri kullanarak besi, yem üretimi ve ürün işleme tesislerinin gereğince bir arada düzenlenmesinin amaçlandığı alanlardır.
4.2.63. Sulama Alanları: 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca, devletçe sulamaya açılan veya projeleri bitirilmiş olup sulama yatırımlarına başlanan ve devam eden alanlardır.
4.2.67. Su Ürünleri Üretim Alanları: Tarım ve Köy İşleri Bakanlığı’nın koordinasyonunda oluşturulan komisyonunca 2872 sayılı Çevre Kanunu’nda yasaklanmış alanlar dışındaki alanlarda tespit edilmiş/edilecek olan su ürünleri üretim sahalarıdır."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,"6.4.9. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda dikili, özel ürün, fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.","6.4.7. Tarımsal amaçlı yapılar kullanım amacı dışında kullanılamaz ve dönüştürülemez.
6.4.8. Silo, samanlık, depo gibi yapıların yüksekliği ihtiyaç doğrultusunda belirlenir.
6.4.9. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda dikili, özel ürün, fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
6.4.10. Bu planın onayından önce yürürlükteki mevzuat uyarınca inşaat ruhsatı veya yapı kullanma izni verilmiş olan tarımsal amaçlı yapılara ilişkin haklar saklıdır.
6.4.11. Tarım alanlarında yapılacak tarımsal amaçlı yapılar bu plan ile verilmiş olan yapılanma koşullarını aşılmamak kaydıyla, 3194 sayılı İmar Kanunu “Plansız Alanlar Yönetmeliği’nin 6. Bölüm’ünde belirtilen esaslara uyulur."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,"Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan mutlak tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.","6.4.12.1. Mutlak Tarım Arazileri
Bu alanlarda; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahi olup, İnşaat alanı 75 m2’yi geçemez. E(Emsal) = 0,10’dur.
Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan mutlak tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dâhil değildir.
Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.,"Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan mutlak tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dâhil değildir.
Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.

6.4.12.2. Özel Ürün Arazileri"
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,"Bu alanlarda, 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç hayvancılık amaçlı yatırım yapılmasına izin verilmez. Çiftçinin barınabileceği yapı emsale dâhil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur.","6.4.12.2. Özel Ürün Arazileri
Bu alanlarda, 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç hayvancılık amaçlı yatırım yapılmasına izin verilmez. Çiftçinin barınabileceği yapı emsale dâhil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dâhil değildir.
Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.,"Bu alanlarda, 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç hayvancılık amaçlı yatırım yapılmasına izin verilmez. Çiftçinin barınabileceği yapı emsale dâhil olup İnşaat alanı 150 m2’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,05’dur.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dâhil değildir.
Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.

6.4.12.3. Dikili Tarım Arazileri"
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,"Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.","Marjinal tarım arazilerinde, tarımsal amaçlı yapılar yapılabilir. Tarımsal amaçlı yapılar için E(Emsal) = 0.30’dur.
Çiftçinin barınabileceği yapının inşaat alanı 150 m2’yi geçemez. Bu yapılar, tarımsal amaçlı yapılar için belirlenmiş emsale dâhildir.
Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dâhil değildir.
Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.,"Örtü altı tarımın yapıldığı, fiilen sulanan veya ilgili kurum ve kuruluşlarca sulama projesi kapsamında olan marjinal tarım arazilerinde 3194 sayılı İmar Kanununun 27. maddesi kapsamında kalan hayvancılık amaçlı yapılar hariç, hayvancılık tesisi yapılmasına izin verilmez.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dâhil değildir.
Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.

6.4.13. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri Gıda, Tarım ve Hayvancılık Bakanlığı’nca değerlendirilerek sonuçlandırılır. Ancak fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde bu hüküm uygulanmaz."
ordu,giresun,webimar-nextjs/data/100binlik/ordu-giresun-gümüşhane-trabzon-rize-artvin.txt,general,prohibition,"6.4.13. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri Gıda, Tarım ve Hayvancılık Bakanlığı’nca değerlendirilerek sonuçlandırılır. Ancak fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde bu hüküm uygulanmaz.","Bir parsel üzerinde müştemilat ve tarımsal amaçlı yapılar hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir.

6.4.13. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri Gıda, Tarım ve Hayvancılık Bakanlığı’nca değerlendirilerek sonuçlandırılır. Ancak fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde bu hüküm uygulanmaz.
6.4.14. Bu alanlarda, Tanımlar bölümünde yer alan tarımsal amaçlı yapılar başlığında belirtilen, özelliği itibariyle hasattan sonra iki saat içinde işlenmediği takdirde kalite ve besin değeri kaybolması söz konusu olan ürünlerin işlenmesine yönelik tesislere ilişkin alt ölçekli planlar Gıda, Tarım ve Hayvancılık Bakanlığı’nın uygun görüşü doğrultusunda çevre düzeni planında değişiklik yapılmasına gerek kalmaksızın ilgili idarelerce Emsal (E) = 0.50, Toplam İnşaat Alanı = 1000 m2 yapılaşma koşulları ile onaylanabilir."
